t,pop1,pop2,mode_x,mode_kurtosis
7.25,0.8115048139087109,0.18849518609128918,-0.13170951586961413,-3.508303915822353e-06
7.300000000000001,0.810280370160428,0.18971962983957208,-0.13510195039922374,-1.0963978942513108e-05
7.3500000000000005,0.8090714686431806,0.1909285313568195,-0.13822819634510633,-1.8109602355931287e-05
7.4,0.807878222563239,0.19212177743676093,-0.14107640955743017,-2.4830261969199796e-05
7.45,0.8067007592413062,0.19329924075869387,-0.14363576921511545,-3.1015248495247505e-05
7.5,0.8055392028421915,0.1944607971578086,-0.14589651572723067,-3.656080559188979e-05
7.550000000000001,0.8043936767664758,0.19560632323352412,-0.14784998480155923,-4.137279172411468e-05
7.6000000000000005,0.8032642944261787,0.1967357055738213,-0.1494886375122363,-4.536917610931113e-05
7.65,0.8021511758419946,0.19784882415800556,-0.1508060860909309,-4.84822931539064e-05
7.7,0.8010544560875886,0.1989455439124114,-0.15179711562698636,-5.066078656446038e-05
7.75,0.7999742686858213,0.20002573131417883,-0.15245770016967078,-5.1871177785489664e-05
7.800000000000001,0.7989107483546618,0.20108925164533842,-0.1527850059657582,-5.2098984135273696e-05
7.8500000000000005,0.79786402232498,0.20213597767502003,-0.1527773984650554,-5.134939155437834e-05
7.9,0.796834224164554,0.20316577583544623,-0.15243448282344027,-4.9647561229271275e-05
7.95,0.7958215023457526,0.2041784976542477,-0.15175709069141247,-4.703830142682719e-05
8.0,0.7948260045803469,0.2051739954196532,-0.15074726969725666,-4.3585259693390555e-05
